측정시간,행정동,방문자수,구,공원명
2025-04-05 16:26:00,Cheonyeon-dong,11,서대문구,서대문독립공원
2025-04-05 16:26:00,Nokbeon-dong,2,은평구,은평평화공원
2025-04-05 16:27:00,Beon3(sam)-dong,18,강북구,북서울꿈의숲
2025-04-05 16:30:00,Seongsu1ga1(il)-dong,52,성동구,서울숲공원
2025-04-05 16:30:00,Amsa3(sam)-dong,4,강동구,암사생태공원
2025-04-05 16:36:00,Nokbeon-dong,4,은평구,은평평화공원
2025-04-05 16:36:00,Cheonyeon-dong,11,서대문구,서대문독립공원
2025-04-05 16:37:00,Beon3(sam)-dong,18,강북구,북서울꿈의숲
2025-04-05 16:40:00,Seongsu1ga1(il)-dong,48,성동구,서울숲공원
2025-04-05 16:40:00,Amsa3(sam)-dong,4,강동구,암사생태공원
2025-04-05 16:46:00,Cheonyeon-dong,20,서대문구,서대문독립공원
2025-04-05 16:46:00,Nokbeon-dong,3,은평구,은평평화공원
2025-04-05 16:47:00,Beon3(sam)-dong,26,강북구,북서울꿈의숲
2025-04-05 16:50:00,Amsa3(sam)-dong,2,강동구,암사생태공원
2025-04-05 16:50:00,Seongsu1ga1(il)-dong,38,성동구,서울숲공원
2025-04-05 16:56:00,Nokbeon-dong,5,은평구,은평평화공원
2025-04-05 16:56:00,Cheonyeon-dong,16,서대문구,서대문독립공원
2025-04-05 16:56:00,Cheonyeon-dong,16,서대문구,서대문독립공원
2025-04-05 16:57:00,Beon3(sam)-dong,20,강북구,북서울꿈의숲
2025-04-05 16:57:00,Beon3(sam)-dong,20,강북구,북서울꿈의숲
2025-04-05 17:00:00,Seongsu1ga1(il)-dong,39,성동구,서울숲공원
2025-04-05 17:00:00,Amsa3(sam)-dong,2,강동구,암사생태공원
2025-04-05 17:06:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-05 17:06:00,Cheonyeon-dong,22,서대문구,서대문독립공원
2025-04-05 17:07:00,Beon3(sam)-dong,32,강북구,북서울꿈의숲
2025-04-05 17:10:00,Amsa3(sam)-dong,3,강동구,암사생태공원
2025-04-05 17:10:00,Seongsu1ga1(il)-dong,50,성동구,서울숲공원
2025-04-05 17:16:00,Nokbeon-dong,4,은평구,은평평화공원
2025-04-05 17:16:00,Cheonyeon-dong,31,서대문구,서대문독립공원
2025-04-05 17:17:00,Beon3(sam)-dong,10,강북구,북서울꿈의숲
2025-04-05 17:20:00,Amsa3(sam)-dong,1,강동구,암사생태공원
2025-04-05 17:20:00,Seongsu1ga1(il)-dong,56,성동구,서울숲공원
2025-04-05 17:26:00,Cheonyeon-dong,11,서대문구,서대문독립공원
2025-04-05 17:26:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-05 17:27:00,Beon3(sam)-dong,18,강북구,북서울꿈의숲
2025-04-05 17:30:00,Seongsu1ga1(il)-dong,30,성동구,서울숲공원
2025-04-05 17:30:00,Amsa3(sam)-dong,4,강동구,암사생태공원
2025-04-05 17:36:00,Cheonyeon-dong,7,서대문구,서대문독립공원
2025-04-05 17:36:00,Nokbeon-dong,2,은평구,은평평화공원
2025-04-05 17:37:00,Beon3(sam)-dong,7,강북구,북서울꿈의숲
2025-04-05 17:40:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-05 17:40:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-05 17:40:00,Seongsu1ga1(il)-dong,31,성동구,서울숲공원
2025-04-05 17:46:00,Cheonyeon-dong,3,서대문구,서대문독립공원
2025-04-05 17:46:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-05 17:47:00,Beon3(sam)-dong,10,강북구,북서울꿈의숲
2025-04-05 17:50:00,Amsa3(sam)-dong,3,강동구,암사생태공원
2025-04-05 17:50:00,Seongsu1ga1(il)-dong,33,성동구,서울숲공원
2025-04-05 17:50:00,Amsa3(sam)-dong,3,강동구,암사생태공원
2025-04-05 17:56:00,Cheonyeon-dong,2,서대문구,서대문독립공원
2025-04-05 17:56:00,Nokbeon-dong,5,은평구,은평평화공원
2025-04-05 17:56:00,Nokbeon-dong,5,은평구,은평평화공원
2025-04-05 17:57:00,Beon3(sam)-dong,18,강북구,북서울꿈의숲
2025-04-05 17:57:00,Beon3(sam)-dong,18,강북구,북서울꿈의숲
2025-04-05 18:00:00,Amsa3(sam)-dong,7,강동구,암사생태공원
2025-04-05 18:00:00,Seongsu1ga1(il)-dong,16,성동구,서울숲공원
2025-04-05 18:06:00,Nokbeon-dong,4,은평구,은평평화공원
2025-04-05 18:06:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-05 18:06:00,Nokbeon-dong,4,은평구,은평평화공원
2025-04-05 18:07:00,Beon3(sam)-dong,11,강북구,북서울꿈의숲
2025-04-05 18:10:00,Seongsu1ga1(il)-dong,28,성동구,서울숲공원
2025-04-05 18:10:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-05 18:16:00,Cheonyeon-dong,1,서대문구,서대문독립공원
2025-04-05 18:16:00,Nokbeon-dong,6,은평구,은평평화공원
2025-04-05 18:17:00,Beon3(sam)-dong,9,강북구,북서울꿈의숲
2025-04-05 18:20:00,Seongsu1ga1(il)-dong,24,성동구,서울숲공원
2025-04-05 18:20:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-05 18:26:00,Cheonyeon-dong,3,서대문구,서대문독립공원
2025-04-05 18:26:00,Nokbeon-dong,4,은평구,은평평화공원
2025-04-05 18:27:00,Beon3(sam)-dong,4,강북구,북서울꿈의숲
2025-04-05 18:30:00,Amsa3(sam)-dong,4,강동구,암사생태공원
2025-04-05 18:30:00,Seongsu1ga1(il)-dong,33,성동구,서울숲공원
2025-04-05 18:36:00,Cheonyeon-dong,5,서대문구,서대문독립공원
2025-04-05 18:36:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-05 18:37:00,Beon3(sam)-dong,3,강북구,북서울꿈의숲
2025-04-05 18:37:00,Beon3(sam)-dong,3,강북구,북서울꿈의숲
2025-04-05 18:40:00,Amsa3(sam)-dong,1,강동구,암사생태공원
2025-04-05 18:40:00,Seongsu1ga1(il)-dong,30,성동구,서울숲공원
2025-04-05 18:46:00,Cheonyeon-dong,1,서대문구,서대문독립공원
2025-04-05 18:46:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-05 18:47:00,Beon3(sam)-dong,3,강북구,북서울꿈의숲
2025-04-05 18:50:00,Amsa3(sam)-dong,1,강동구,암사생태공원
2025-04-05 18:50:00,Amsa3(sam)-dong,1,강동구,암사생태공원
2025-04-05 18:56:00,Nokbeon-dong,3,은평구,은평평화공원
2025-04-05 18:57:00,Beon3(sam)-dong,7,강북구,북서울꿈의숲
2025-04-05 19:00:00,Amsa3(sam)-dong,3,강동구,암사생태공원
2025-04-05 19:00:00,Seongsu1ga1(il)-dong,30,성동구,서울숲공원
2025-04-05 19:06:00,Nokbeon-dong,2,은평구,은평평화공원
2025-04-05 19:06:00,Cheonyeon-dong,4,서대문구,서대문독립공원
2025-04-05 19:07:00,Beon3(sam)-dong,11,강북구,북서울꿈의숲
2025-04-05 19:10:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-05 19:10:00,Seongsu1ga1(il)-dong,28,성동구,서울숲공원
2025-04-05 19:16:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-05 19:16:00,Nokbeon-dong,2,은평구,은평평화공원
2025-04-05 19:17:00,Beon3(sam)-dong,10,강북구,북서울꿈의숲
2025-04-05 19:20:00,Seongsu1ga1(il)-dong,53,성동구,서울숲공원
2025-04-05 19:20:00,Amsa3(sam)-dong,1,강동구,암사생태공원
2025-04-05 19:26:00,Nokbeon-dong,7,은평구,은평평화공원
2025-04-05 19:26:00,Cheonyeon-dong,1,서대문구,서대문독립공원
2025-04-05 19:27:00,Beon3(sam)-dong,2,강북구,북서울꿈의숲
2025-04-05 19:30:00,Amsa3(sam)-dong,4,강동구,암사생태공원
2025-04-05 19:30:00,Seongsu1ga1(il)-dong,9,성동구,서울숲공원
2025-04-05 19:36:00,Nokbeon-dong,2,은평구,은평평화공원
2025-04-05 19:36:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-05 19:37:00,Beon3(sam)-dong,10,강북구,북서울꿈의숲
2025-04-05 19:40:00,Amsa3(sam)-dong,3,강동구,암사생태공원
2025-04-05 19:40:00,Amsa3(sam)-dong,3,강동구,암사생태공원
2025-04-05 19:40:00,Seongsu1ga1(il)-dong,33,성동구,서울숲공원
2025-04-05 19:46:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-05 19:46:00,Nokbeon-dong,3,은평구,은평평화공원
2025-04-05 19:47:00,Beon3(sam)-dong,5,강북구,북서울꿈의숲
2025-04-05 19:50:00,Amsa3(sam)-dong,6,강동구,암사생태공원
2025-04-05 19:50:00,Seongsu1ga1(il)-dong,8,성동구,서울숲공원
2025-04-05 19:50:00,Seongsu1ga1(il)-dong,8,성동구,서울숲공원
2025-04-05 19:56:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-05 19:56:00,Nokbeon-dong,1,은평구,은평평화공원
2025-04-05 19:57:00,Beon3(sam)-dong,11,강북구,북서울꿈의숲
2025-04-05 20:00:00,Amsa3(sam)-dong,2,강동구,암사생태공원
2025-04-05 20:00:00,Seongsu1ga1(il)-dong,6,성동구,서울숲공원
2025-04-05 20:06:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-05 20:06:00,Nokbeon-dong,3,은평구,은평평화공원
2025-04-05 20:07:00,Beon3(sam)-dong,3,강북구,북서울꿈의숲
2025-04-05 20:10:00,Seongsu1ga1(il)-dong,20,성동구,서울숲공원
2025-04-05 20:10:00,Amsa3(sam)-dong,2,강동구,암사생태공원
2025-04-05 20:16:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-05 20:16:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-05 20:17:00,Beon3(sam)-dong,2,강북구,북서울꿈의숲
2025-04-05 20:20:00,Seongsu1ga1(il)-dong,5,성동구,서울숲공원
2025-04-05 20:20:00,Amsa3(sam)-dong,2,강동구,암사생태공원
2025-04-05 20:26:00,Nokbeon-dong,3,은평구,은평평화공원
2025-04-05 20:26:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-05 20:27:00,Beon3(sam)-dong,1,강북구,북서울꿈의숲
2025-04-05 20:30:00,Seongsu1ga1(il)-dong,8,성동구,서울숲공원
2025-04-05 20:30:00,Amsa3(sam)-dong,2,강동구,암사생태공원
2025-04-05 20:36:00,Nokbeon-dong,3,은평구,은평평화공원
2025-04-05 20:36:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-05 20:37:00,Beon3(sam)-dong,10,강북구,북서울꿈의숲
2025-04-05 20:40:00,Seongsu1ga1(il)-dong,19,성동구,서울숲공원
2025-04-05 20:40:00,Amsa3(sam)-dong,1,강동구,암사생태공원
2025-04-05 20:46:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-05 20:46:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-05 20:47:00,Beon3(sam)-dong,2,강북구,북서울꿈의숲
2025-04-05 20:56:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-05 20:56:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-05 20:57:00,Beon3(sam)-dong,3,강북구,북서울꿈의숲
2025-04-05 20:57:00,Beon3(sam)-dong,3,강북구,북서울꿈의숲
2025-04-05 21:00:00,Amsa3(sam)-dong,1,강동구,암사생태공원
2025-04-05 21:00:00,Seongsu1ga1(il)-dong,9,성동구,서울숲공원
2025-04-05 21:06:00,Nokbeon-dong,4,은평구,은평평화공원
2025-04-05 21:06:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-05 21:07:00,Beon3(sam)-dong,10,강북구,북서울꿈의숲
2025-04-05 21:10:00,Seongsu1ga1(il)-dong,12,성동구,서울숲공원
2025-04-05 21:10:00,Amsa3(sam)-dong,3,강동구,암사생태공원
2025-04-05 21:16:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-05 21:16:00,Nokbeon-dong,1,은평구,은평평화공원
2025-04-05 21:17:00,Beon3(sam)-dong,4,강북구,북서울꿈의숲
2025-04-05 21:20:00,Amsa3(sam)-dong,3,강동구,암사생태공원
2025-04-05 21:20:00,Seongsu1ga1(il)-dong,3,성동구,서울숲공원
2025-04-05 21:26:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-05 21:26:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-05 21:27:00,Beon3(sam)-dong,3,강북구,북서울꿈의숲
2025-04-05 21:30:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-05 21:30:00,Seongsu1ga1(il)-dong,1,성동구,서울숲공원
2025-04-05 21:36:00,Nokbeon-dong,2,은평구,은평평화공원
2025-04-05 21:36:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-05 21:37:00,Beon3(sam)-dong,7,강북구,북서울꿈의숲
2025-04-05 21:40:00,Seongsu1ga1(il)-dong,1,성동구,서울숲공원
2025-04-05 21:40:00,Amsa3(sam)-dong,2,강동구,암사생태공원
2025-04-05 21:46:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-05 21:46:00,Nokbeon-dong,1,은평구,은평평화공원
2025-04-05 21:47:00,Beon3(sam)-dong,2,강북구,북서울꿈의숲
2025-04-05 21:56:00,Nokbeon-dong,3,은평구,은평평화공원
2025-04-05 21:56:00,Nokbeon-dong,3,은평구,은평평화공원
2025-04-05 22:00:00,Amsa3(sam)-dong,2,강동구,암사생태공원
2025-04-05 22:00:00,Seongsu1ga1(il)-dong,6,성동구,서울숲공원
2025-04-05 22:06:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-05 22:06:00,Nokbeon-dong,5,은평구,은평평화공원
2025-04-05 22:07:00,Beon3(sam)-dong,2,강북구,북서울꿈의숲
2025-04-05 22:10:00,Amsa3(sam)-dong,1,강동구,암사생태공원
2025-04-05 22:10:00,Seongsu1ga1(il)-dong,15,성동구,서울숲공원
2025-04-05 22:16:00,Nokbeon-dong,2,은평구,은평평화공원
2025-04-05 22:16:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-05 22:17:00,Beon3(sam)-dong,5,강북구,북서울꿈의숲
2025-04-05 22:20:00,Seongsu1ga1(il)-dong,6,성동구,서울숲공원
2025-04-05 22:20:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-05 22:26:00,Nokbeon-dong,2,은평구,은평평화공원
2025-04-05 22:26:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-05 22:27:00,Beon3(sam)-dong,5,강북구,북서울꿈의숲
2025-04-05 22:30:00,Seongsu1ga1(il)-dong,4,성동구,서울숲공원
2025-04-05 22:30:00,Amsa3(sam)-dong,2,강동구,암사생태공원
2025-04-05 22:36:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-05 22:36:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-05 22:37:00,Beon3(sam)-dong,3,강북구,북서울꿈의숲
2025-04-05 22:40:00,Seongsu1ga1(il)-dong,3,성동구,서울숲공원
2025-04-05 22:40:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-05 22:46:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-05 22:46:00,Nokbeon-dong,2,은평구,은평평화공원
2025-04-05 22:47:00,Beon3(sam)-dong,6,강북구,북서울꿈의숲
2025-04-05 22:50:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-05 22:56:00,Nokbeon-dong,3,은평구,은평평화공원
2025-04-05 22:56:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-05 22:57:00,Beon3(sam)-dong,2,강북구,북서울꿈의숲
2025-04-05 23:00:00,Amsa3(sam)-dong,1,강동구,암사생태공원
2025-04-05 23:00:00,Seongsu1ga1(il)-dong,4,성동구,서울숲공원
2025-04-05 23:06:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-05 23:06:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-05 23:07:00,Beon3(sam)-dong,3,강북구,북서울꿈의숲
2025-04-05 23:10:00,Seongsu1ga1(il)-dong,0,성동구,서울숲공원
2025-04-05 23:10:00,Amsa3(sam)-dong,2,강동구,암사생태공원
2025-04-05 23:16:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-05 23:16:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-05 23:17:00,Beon3(sam)-dong,3,강북구,북서울꿈의숲
2025-04-05 23:20:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-05 23:20:00,Seongsu1ga1(il)-dong,2,성동구,서울숲공원
2025-04-05 23:26:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-05 23:26:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-05 23:27:00,Beon3(sam)-dong,0,강북구,북서울꿈의숲
2025-04-05 23:30:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-05 23:30:00,Seongsu1ga1(il)-dong,3,성동구,서울숲공원
2025-04-05 23:36:00,Nokbeon-dong,1,은평구,은평평화공원
2025-04-05 23:36:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-05 23:37:00,Beon3(sam)-dong,4,강북구,북서울꿈의숲
2025-04-05 23:40:00,Seongsu1ga1(il)-dong,0,성동구,서울숲공원
2025-04-05 23:40:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-05 23:46:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-05 23:46:00,Nokbeon-dong,1,은평구,은평평화공원
2025-04-05 23:47:00,Beon3(sam)-dong,4,강북구,북서울꿈의숲
2025-04-05 23:56:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-05 23:56:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-05 23:57:00,Beon3(sam)-dong,1,강북구,북서울꿈의숲
2025-04-06 00:10:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-06 00:10:00,Seongsu1ga1(il)-dong,2,성동구,서울숲공원
2025-04-06 00:16:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-06 00:16:00,Nokbeon-dong,2,은평구,은평평화공원
2025-04-06 00:17:00,Beon3(sam)-dong,0,강북구,북서울꿈의숲
2025-04-06 00:20:00,Seongsu1ga1(il)-dong,0,성동구,서울숲공원
2025-04-06 00:20:00,Amsa3(sam)-dong,1,강동구,암사생태공원
2025-04-06 00:26:00,Nokbeon-dong,1,은평구,은평평화공원
2025-04-06 00:26:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-06 00:27:00,Beon3(sam)-dong,1,강북구,북서울꿈의숲
2025-04-06 00:30:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-06 00:30:00,Seongsu1ga1(il)-dong,0,성동구,서울숲공원
2025-04-06 00:36:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-06 00:36:00,Nokbeon-dong,1,은평구,은평평화공원
2025-04-06 00:37:00,Beon3(sam)-dong,1,강북구,북서울꿈의숲
2025-04-06 00:40:00,Seongsu1ga1(il)-dong,1,성동구,서울숲공원
2025-04-06 00:40:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-06 00:46:00,Nokbeon-dong,1,은평구,은평평화공원
2025-04-06 00:46:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-06 00:47:00,Beon3(sam)-dong,2,강북구,북서울꿈의숲
2025-04-06 00:50:00,Seongsu1ga1(il)-dong,1,성동구,서울숲공원
2025-04-06 00:50:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-06 00:50:00,Seongsu1ga1(il)-dong,1,성동구,서울숲공원
2025-04-06 00:50:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-06 00:56:00,Nokbeon-dong,1,은평구,은평평화공원
2025-04-06 00:57:00,Beon3(sam)-dong,0,강북구,북서울꿈의숲
2025-04-06 00:57:00,Beon3(sam)-dong,0,강북구,북서울꿈의숲
2025-04-06 01:00:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-06 01:00:00,Seongsu1ga1(il)-dong,0,성동구,서울숲공원
2025-04-06 01:06:00,Nokbeon-dong,1,은평구,은평평화공원
2025-04-06 01:06:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-06 01:07:00,Beon3(sam)-dong,3,강북구,북서울꿈의숲
2025-04-06 01:10:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-06 01:10:00,Seongsu1ga1(il)-dong,0,성동구,서울숲공원
2025-04-06 01:16:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-06 01:16:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-06 01:17:00,Beon3(sam)-dong,0,강북구,북서울꿈의숲
2025-04-06 01:20:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-06 01:20:00,Seongsu1ga1(il)-dong,1,성동구,서울숲공원
2025-04-06 01:26:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-06 01:26:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-06 01:27:00,Beon3(sam)-dong,3,강북구,북서울꿈의숲
2025-04-06 01:30:00,Seongsu1ga1(il)-dong,0,성동구,서울숲공원
2025-04-06 01:30:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-06 01:36:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-06 01:36:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-06 01:37:00,Beon3(sam)-dong,3,강북구,북서울꿈의숲
2025-04-06 01:40:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-06 01:40:00,Seongsu1ga1(il)-dong,3,성동구,서울숲공원
2025-04-06 01:46:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-06 01:46:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-06 01:47:00,Beon3(sam)-dong,1,강북구,북서울꿈의숲
2025-04-06 01:50:00,Seongsu1ga1(il)-dong,1,성동구,서울숲공원
2025-04-06 01:50:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-06 01:50:00,Seongsu1ga1(il)-dong,1,성동구,서울숲공원
2025-04-06 01:50:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-06 01:56:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-06 01:56:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-06 01:57:00,Beon3(sam)-dong,1,강북구,북서울꿈의숲
2025-04-06 02:00:00,Seongsu1ga1(il)-dong,1,성동구,서울숲공원
2025-04-06 02:00:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-06 02:06:00,Nokbeon-dong,2,은평구,은평평화공원
2025-04-06 02:06:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-06 02:07:00,Beon3(sam)-dong,0,강북구,북서울꿈의숲
2025-04-06 02:10:00,Amsa3(sam)-dong,1,강동구,암사생태공원
2025-04-06 02:10:00,Seongsu1ga1(il)-dong,3,성동구,서울숲공원
2025-04-06 02:16:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-06 02:16:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-06 02:17:00,Beon3(sam)-dong,2,강북구,북서울꿈의숲
2025-04-06 02:20:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-06 02:20:00,Seongsu1ga1(il)-dong,0,성동구,서울숲공원
2025-04-06 02:26:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-06 02:26:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-06 02:27:00,Beon3(sam)-dong,2,강북구,북서울꿈의숲
2025-04-06 02:30:00,Seongsu1ga1(il)-dong,0,성동구,서울숲공원
2025-04-06 02:30:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-06 02:36:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-06 02:36:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-06 02:37:00,Beon3(sam)-dong,1,강북구,북서울꿈의숲
2025-04-06 02:40:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-06 02:40:00,Seongsu1ga1(il)-dong,5,성동구,서울숲공원
2025-04-06 02:46:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-06 02:46:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-06 02:47:00,Beon3(sam)-dong,0,강북구,북서울꿈의숲
2025-04-06 02:50:00,Seongsu1ga1(il)-dong,0,성동구,서울숲공원
2025-04-06 02:56:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-06 02:56:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-06 02:57:00,Beon3(sam)-dong,0,강북구,북서울꿈의숲
2025-04-06 02:57:00,Beon3(sam)-dong,0,강북구,북서울꿈의숲
2025-04-06 03:00:00,Amsa3(sam)-dong,1,강동구,암사생태공원
2025-04-06 03:00:00,Seongsu1ga1(il)-dong,0,성동구,서울숲공원
2025-04-06 03:00:00,Seongsu1ga1(il)-dong,0,성동구,서울숲공원
2025-04-06 03:06:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-06 03:06:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-06 03:07:00,Beon3(sam)-dong,0,강북구,북서울꿈의숲
2025-04-06 03:10:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-06 03:10:00,Seongsu1ga1(il)-dong,1,성동구,서울숲공원
2025-04-06 03:16:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-06 03:16:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-06 03:17:00,Beon3(sam)-dong,0,강북구,북서울꿈의숲
2025-04-06 03:20:00,Seongsu1ga1(il)-dong,2,성동구,서울숲공원
2025-04-06 03:20:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-06 03:26:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-06 03:26:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-06 03:27:00,Beon3(sam)-dong,2,강북구,북서울꿈의숲
2025-04-06 03:30:00,Amsa3(sam)-dong,2,강동구,암사생태공원
2025-04-06 03:30:00,Seongsu1ga1(il)-dong,0,성동구,서울숲공원
2025-04-06 03:36:00,Nokbeon-dong,1,은평구,은평평화공원
2025-04-06 03:36:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-06 03:37:00,Beon3(sam)-dong,1,강북구,북서울꿈의숲
2025-04-06 03:40:00,Seongsu1ga1(il)-dong,1,성동구,서울숲공원
2025-04-06 03:40:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-06 03:46:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-06 03:46:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-06 03:47:00,Beon3(sam)-dong,1,강북구,북서울꿈의숲
2025-04-06 03:56:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-06 03:57:00,Beon3(sam)-dong,2,강북구,북서울꿈의숲
2025-04-06 04:00:00,Seongsu1ga1(il)-dong,1,성동구,서울숲공원
2025-04-06 04:00:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-06 04:06:00,Nokbeon-dong,0,은평구,은평평화공원
2025-04-06 04:06:00,Cheonyeon-dong,0,서대문구,서대문독립공원
2025-04-06 04:07:00,Beon3(sam)-dong,0,강북구,북서울꿈의숲
2025-04-06 04:10:00,Amsa3(sam)-dong,0,강동구,암사생태공원
2025-04-06 04:10:00,Seongsu1ga1(il)-dong,0,성동구,서울숲공원
